local_code,longitude_deg,latitude_deg
PDK,-84.3020019531,33.8755989075
SAF,-106.088996887,35.617099762
MYF,-117.139999,32.8157
AVL,-82.541801,35.436199
CAE,-81.11949920654297,33.93880081176758
CHO,-78.4529037475586,38.13859939575195
APA,-104.848999,39.57009888
GRB,-88.12960052490234,44.48509979248047
FXE,-80.1707000732,26.1972999573
HSV,-86.775100708008,34.637199401855
BLI,-122.53800201416016,48.79280090332031
ISM,-81.4371032715,28.2898006439
SFB,-81.23750305175781,28.777599334716797
SBN,-86.317299,41.708698
JAC,-110.73799896240234,43.6072998046875
ITO,-155.04800415039062,19.721399307250977
SGF,-93.38860321,37.24570084
GNV,-82.2717971802,29.6900997162
SDL,-111.91100311279,33.622898101807
SEZ,-111.78800201416,34.848598480225
BIL,-108.54299926757812,45.807701110839844
MYR,-78.9282989502,33.6796989441
SBP,-120.641998291,35.236801147499996
CID,-91.7108,41.884701
CMA,-119.094002,34.213699
ORL,-81.332901,28.5455
ISP,-73.10019684,40.79520035
EUG,-123.21199798583984,44.12459945678711
SWF,-74.104797,41.504101
STS,-122.8130035,38.50899887
APC,-122.280998,38.2132
PAO,-122.114997864,37.461101532
FWA,-85.19509888,40.97850037
MOB,-88.242797851562,30.691200256348
SAC,-121.492996216,38.5125007629
LAL,-82.018602,27.988899
CRQ,-117.279999,33.1283
CCR,-122.056999207,37.9897003174
PRC,-112.419998,34.654499
FAI,-147.8560028,64.81510162
OPF,-80.278397,25.907
BTR,-91.149597,30.533199
FAR,-96.81580352783203,46.92070007324219
AVP,-75.72339630130001,41.338500976599995
HND,-115.134002686,35.9728012085
DLH,-92.19360351559999,46.8420982361
ABE,-75.442797,40.651773
BED,-71.28900146,42.47000122
APF,-81.7752990723,26.1525993347
ADS,-96.8364028931,32.9686012268
LVK,-121.819999695,37.6934013367
SQL,-122.25,37.511901855469
WVI,-121.790000916,36.9356994629
LNK,-96.75920104980469,40.85100173950195
FSD,-96.741152,43.585463
ASE,-106.8690033,39.22320175
CRP,-97.5011978149414,27.77039909362793
JAN,-90.0758972168,32.3111991882
ROA,-79.975403,37.3255
RST,-92.5,43.90829849243164
MAF,-102.2020034790039,31.9424991607666
SGJ,-81.339798,29.9592
CRW,-81.59320068359375,38.37310028076172
FLG,-111.670998,35.1385
MLB,-80.645302,28.1028
ILM,-77.90260314941406,34.270599365234375
LAN,-84.58740234375,42.77870178222656
PAE,-122.281998,47.9063
PRB,-120.6269989,35.67290115
MSO,-114.0910034,46.91630173
NYL,-114.606003,32.656601
LUK,-84.41860199,39.10329819
HWD,-122.122001648,37.659198761
MVY,-70.6143035889,41.3931007385
GCN,-112.147003,35.9524
AZO,-85.5521011352539,42.234901428222656
FTW,-97.362396,32.819801
PUB,-104.497002,38.289101
XNA,-94.306801,36.281898
TOL,-83.8078,41.5868
GJT,-108.529387,39.126663
TVL,-119.99500274658203,38.89390182495117
VRB,-80.417901,27.6556
SGU,-113.510306,37.036389
AVX,-118.416,33.4049
DVT,-112.083000183,33.6883010864
GPT,-89.07009887695312,30.40730094909668
BZN,-111.1529999,45.77750015
BKL,-81.68329620361328,41.51750183105469
SHV,-93.8256,32.446602
GTF,-111.3710022,47.48199844
MFE,-98.237965,26.176141
IWA,-111.654999,33.3078
DWH,-95.55280303960001,30.0618000031
FFZ,-111.727996826,33.4608001709
PHF,-76.49299622,37.13190079
CMI,-88.27809906,40.03919983
CLL,-96.36380005,30.58860016
MFR,-122.87300109863281,42.37419891357422
MKC,-94.5927963256836,39.123199462890625
BFL,-119.056999,35.433601
FRG,-73.4133987427,40.7288017273
PGA,-111.447998,36.92610168
SEE,-116.97200012207,32.826198577881
VCB,-121.96199798583984,38.376800537109375
EVV,-87.5324020386,38.0369987488
BIS,-100.74600219726562,46.772701263427734
FNT,-83.74359893798828,42.96540069580078
ACK,-70.06020355,41.25310135
PSM,-70.8233032227,43.0778999329
ACT,-97.23049926757812,31.611299514770508
GON,-72.04509735107422,41.330101013183594
L35,-116.856002808,34.2638015747
EGE,-106.9179993,39.64260101
GLS,-94.86039733886719,29.265300750732422
BJC,-105.1169968,39.90879822
HIO,-122.949997,45.540401
TRK,-120.13999939,39.319999694799996
RHV,-121.819000244,37.332901001
BMI,-88.91590118,40.47710037
MLI,-90.50749969482422,41.44850158691406
BDR,-73.1261978149414,41.16350173950195
ELM,-76.8916015625,42.1599006652832
RDD,-122.2929993,40.50899887
SMX,-120.457001,34.898899
TTN,-74.8134994506836,40.27669906616211
FPR,-80.36830139,27.49510002
FHR,-123.024002075,48.5219993591
O69,-122.6060028,38.25780106
TCY,-121.44200134277344,37.68899917602539
AGS,-81.9645004272461,33.36989974975586
MGM,-86.39399719,32.30059814
CYS,-104.8119965,41.15570068
OXR,-119.20700073242,34.200801849365
ATW,-88.5190963745,44.258098602299995
O22,-120.415000916,38.030399322499996
RBD,-96.8682022095,32.6809005737
FUL,-117.980003357,33.8720016479
HAF,-122.500999451,37.513401031499995
HII,-114.358002,34.571098
PIA,-89.6932983398,40.664199829100006
ACY,-74.57720184326172,39.45759963989258
TVC,-85.58219909667969,44.74140167236328
IFP,-114.5599976,35.15739822
IAG,-78.946198,43.1073
OGD,-112.0120010376,41.195899963379
HFD,-72.649398803711,41.736698150635
ITH,-76.4583969116211,42.49100112915039
CRG,-81.51439666750001,30.3362998962
MTH,-81.051399,24.726101
HXD,-80.6975021362,32.2243995667
F70,-117.127998,33.5742
TOA,-118.33999633789,33.803398132324
TRI,-82.407401,36.475201
VPS,-86.525398,30.4832
CDC,-113.0989990234375,37.70100021362305
HYA,-70.28040314,41.66930008
SDM,-116.98000335693,32.572299957275
CHD,-111.810997,33.2691
PWA,-97.64710236,35.53419876
CPR,-106.463997,42.908001
FSM,-94.36740112304688,35.33660125732422
IDA,-112.070999,43.514599
SJT,-100.49600219726562,31.35770034790039
LNS,-76.29609680175781,40.121700286865234
POU,-73.88420104980469,41.6265983581543
FTY,-84.5214004517,33.7790985107
TMB,-80.4328,25.6479
CDW,-74.2814025879,40.875198364300005
FFA,-75.67130279540001,36.0181999207
DVO,-122.55599975586,38.143600463867
OCF,-82.22419739,29.17259979
PGD,-81.9905014,26.92020035
AHN,-83.32630157470703,33.94860076904297
BRO,-97.4259033203125,25.90679931640625
LSE,-91.256699,43.879002
MOD,-120.954002,37.625801
PSC,-119.11900329589844,46.26470184326172
ORH,-71.875702,42.2673
MHR,-121.297997,38.553902
CGZ,-111.766998,32.954899
CNO,-117.637001,33.97470093
3O8,-120.23799896240234,36.24800109863281
FDK,-77.3742980957,39.417598724399994
HEF,-77.51540375,38.72140121
RFD,-89.09719848632812,42.19540023803711
FAY,-78.880302,34.991199
HRL,-97.65440368652344,26.228500366210938
TYR,-95.40239715576172,32.35409927368164
JNU,-134.5760040283203,58.35499954223633
DET,-83.00990295,42.40919876
ABI,-99.68190002440001,32.4113006592
SCK,-121.2379989624,37.894199371338
OSU,-83.072998,40.0798
EEN,-72.270798,42.898399
TRM,-116.16000366211,33.62670135498
SSI,-81.391296,31.1518
AUN,-121.0820007,38.95479965
LXV,-106.317001343,39.220298767100005
FCM,-93.45709991460001,44.8272018433
GFK,-97.176102,47.949299
IGM,-113.93800354003906,35.259498596191406
GFL,-73.6102981567,43.3412017822
SNS,-121.60600280762,36.662799835205
RAL,-117.445,33.9519
RYY,-84.59860229,34.01319885
BLH,-114.717002869,33.6192016602
FMY,-81.86329650879999,26.58659935
WJF,-118.2190018,34.74110031
RBL,-122.251998901,40.1506996155
UNV,-77.84870147710001,40.8493003845
C83,-121.621699,37.82647
ASH,-71.514801,42.7817
PVC,-70.2213973999,42.0718994141
IPT,-76.92109680175781,41.241798400878906
SUS,-90.652000427246,38.662101745605
YIP,-83.53040314,42.23789978
BAF,-72.715599,42.157799
MMU,-74.41490173339844,40.799400329589844
MMV,-123.1360016,45.19440079
PTK,-83.420097351074,42.665500640869
CIC,-121.8580017,39.79539871
DTS,-86.47149658,30.40010071
LCI,-71.4189,43.572701
LZU,-83.96240234,33.97809982
RNT,-122.216003418,47.4930992126
RYN,-111.17500305175781,32.1422004699707
ERI,-80.1738667488,42.0831270134
MLU,-92.0376968383789,32.51089859008789
COU,-92.219597,38.8181
HLN,-111.98300170898438,46.6068000793457
HVN,-72.88680267,41.26369858
MER,-120.5680008,37.38050079
TIX,-80.799201965332,28.514799118042
DPA,-88.24859619,41.90779877
HHR,-118.334999,33.922798
SGR,-95.65650177002,29.622299194336
IPL,-115.57900238,32.834201812699995
DRO,-107.753997803,37.1515007019
MEV,-119.7509995,39.00030136
PVF,-120.75299835205,38.724201202393
E16,-121.5970001,37.08160019
SUA,-80.22109985,27.18169975
VNC,-82.440299987793,27.071599960327
GIF,-81.753304,28.062901
SPI,-89.67790222,39.84410095
EAU,-91.48429870605469,44.86579895019531
HOT,-93.09619903564453,34.47800064086914
LRD,-99.46160125732422,27.543800354003906
LBF,-100.6839981,41.12620163
SLN,-97.6521987915039,38.79100036621094
GPI,-114.25599670410156,48.31050109863281
I69,-84.21019745,39.07839966
PWK,-87.901494,42.114222
GTU,-97.678524,30.677543
PHK,-80.69339752,26.78499985
BGM,-75.97979736,42.20869827
CSG,-84.93890380859375,32.516300201416016
LEB,-72.30419921880001,43.626098632799994
,-85.6828,30.212099
EKO,-115.79199981689453,40.82490158081055
CXO,-95.414497,30.351801
MCC,-121.401001,38.66759872
UKI,-123.20099639893,39.125999450684
BHB,-68.3615036,44.45000076
PVU,-111.723,40.2192
TOP,-95.622606,39.069899
CVH,-121.410003662,36.8932991028
FNL,-105.011244,40.448763
OWD,-71.1728973389,42.1904983521
FIN,-81.206299,29.4674
VIS,-119.392998,36.318699
SPS,-98.491898,33.9888
LFT,-91.98760223,30.20529938
MBS,-84.07959747314453,43.532901763916016
ACV,-124.109,40.978101
GGG,-94.71150207519531,32.38399887084961
MOT,-101.27999877929688,48.2593994140625
LCK,-82.927803,39.813801
AFW,-97.31880187990001,32.9875984192
STP,-93.05999755859375,44.93450164794922
BRD,-94.13809967,46.39830017
LOU,-85.6636962891,38.2280006409
CRE,-78.72389984130001,33.8116989136
PNE,-75.010597,40.081902
WWD,-74.9083023071,39.008499145500004
APV,-117.185997009,34.575298309299995
AWO,-122.1589966,48.16070175
BID,-71.577796936,41.1680984497
BCT,-80.1076965332,26.3784999847
11R,-96.3742981,30.21899986
DXR,-73.48220062259999,41.371498107899995
DTO,-97.19799804690001,33.2006988525
JVL,-89.0416030884,42.620300293
SUX,-96.382237,42.397605
CNM,-104.26300048828125,32.337501525878906
ROW,-104.530998,33.301601
AGC,-79.9301986694336,40.354400634765625
OLM,-122.9029999,46.9693985
LWM,-71.1233978271,42.717201232899995
DAG,-116.7870026,34.85369873
RVS,-95.984596252441,36.039600372314
AEG,-106.79499816894531,35.145198822021484
ARB,-83.74559783939999,42.2229995728
BVU,-114.861,35.947498
BKV,-82.45539856,28.47360039
EMT,-118.035004,34.086102
CNY,-109.7549973,38.75500107
OKB,-117.351683,33.217947
O88,-121.7040023803711,38.19340133666992
WLW,-122.2180023,39.51639938
AEX,-92.549797,31.3274
GCK,-100.723999023,37.9275016785
GRI,-98.30960083007812,40.967498779296875
LMT,-121.733002,42.156101
LBE,-79.40480042,40.27590179
ILG,-75.60649872,39.67869949
YNG,-80.67910004,41.26070023
TCL,-87.611396789551,33.220600128174
BWG,-86.41970062259999,36.964500427199994
SAW,-87.395401001,46.353599548300004
PWT,-122.76499938965,47.490200042725
UAO,-122.7699966430664,45.247100830078125
CON,-71.50229645,43.20270157
GMU,-82.34999847410002,34.847900390599996
EFD,-95.1587982178,29.607299804700002
SSF,-98.471099853516,29.336999893188
SBD,-117.235001,34.095402
HYI,-97.862999,29.8927
CPS,-90.1561965942,38.570701599100005
TKI,-96.5905,33.177898
POC,-117.78199768066,34.091598510742
1O2,-122.901000977,38.9906005859
ANE,-93.211401,45.145
JGG,-76.71610260009766,37.239200592041016
LYH,-79.20040130615234,37.326698303222656
MEI,-88.7519,32.3326
WYS,-111.1179962,44.68840027
AST,-123.878997803,46.158000946
PUW,-117.110001,46.7439
ENV,-114.03099823,40.7187004089
GKY,-97.09429931640625,32.66389846801758
BDN,-121.2009964,44.09479904
T82,-98.9092025756836,30.243200302124023
HMT,-117.023002625,33.7340011597
MKY,-81.672501,25.995001
MPI,-120.040000916,37.5108985901
MHV,-118.1520004,35.05939865
L52,-120.62200164794922,35.10139846801758
PAN,-111.33899688721,34.256801605225
SPB,-122.86199951171875,45.770999908447266
TMK,-123.814002991,45.4182014465
AVQ,-111.218002319,32.4095993042
DBQ,-90.709503,42.402
BPT,-94.020699,29.9508
MHK,-96.6707992553711,39.14099884033203
PIR,-100.2860031,44.38270187
RDG,-75.965202,40.378502
RDM,-121.1500015,44.2541008
SBY,-75.51029968261719,38.34049987792969
TIW,-122.5780029,47.26789856
BVY,-70.916496,42.584202
COE,-116.8199997,47.77429962
MCE,-120.5139999,37.28469849
L08,-116.320999146,33.2589988708
BVS,-122.42099762,48.4709014893
O61,-120.987999,38.683998
JZI,-80.00289916992188,32.70090103149414
AJO,-117.60199737548828,33.897701263427734
FLD,-88.48840332030001,43.7711982727
LMO,-105.163002,40.1637001
JWN,-86.88670349121094,36.18239974975586
IXD,-94.890296936,38.8308982849
OMN,-81.11360168457031,29.300600051879883
SPG,-82.626999,27.7651
ECP,-85.795414,30.357106
OTH,-124.24600219726562,43.41709899902344
PAH,-88.7738037109375,37.06079864501953
RUT,-72.94960022,43.52939987
HUT,-97.86060333250002,38.0654983521
STJ,-94.909698486328,39.771900177002
SWO,-97.08570098877,36.161201477051
FDY,-83.66870117190001,41.013500213600004
LEE,-81.80870056,28.82309914
EED,-114.623001099,34.7663002014
INW,-110.722999573,35.021900177
ADM,-97.0196342,34.30301
BDU,-105.225997925,40.0393981934
CDK,-83.04839,29.135257
ORS,-122.910003662,48.7081985474
FIT,-71.75900268554688,42.554100036621094
JKA,-87.671799,30.290501
HWO,-80.2407,26.0012
ERV,-99.08570098879999,29.9766998291
LHM,-121.35099792480469,38.90919876098633
MMH,-118.8379974,37.62409973
PVG,-76.448799,36.780201
OJC,-94.73760223,38.84759903
UDD,-116.27500152588,33.748401641846
RNM,-116.915001,33.0392
SFM,-70.708000183105,43.393901824951
SZP,-119.060997,34.34719849
0Q5,-124.074305,40.028167
KTN,-131.7140045,55.35559845
PIH,-112.59600067138672,42.9098014831543
RKS,-109.065001,41.5942
ALO,-92.40029907226562,42.557098388671875
EWB,-70.95690155029297,41.67610168457031
GYY,-87.41280364990234,41.61629867553711
MIE,-85.3958969116211,40.2422981262207
IKK,-87.8462982178,41.07139968869999
FFC,-84.5718002319336,33.3572998046875
AUO,-85.433998,32.615101
JQF,-80.709099,35.387798
CGC,-82.57129669189453,28.867300033569336
DED,-81.28379822,29.06699944
GOO,-121.002997,39.223998
GXY,-104.633003235,40.4374008179
LXT,-94.37139893,38.95970154
LLR,-123.75399780273438,39.262001037597656
MCD,-84.63729858,45.86489868
44N,-73.73799896,41.70740128
MTP,-71.920797,41.0765
BAZ,-98.042198,29.7045
OBE,-80.8498001099,27.262800216699997
SFZ,-71.49140167239999,41.9207992554
RTS,-119.875999451,39.6674003601
GKT,-83.52870178219999,35.85779953
SHD,-78.8964004517,38.2638015747
6B6,-71.51789855957031,42.46049880981445
DHN,-85.44960021972656,31.321300506591797
ADW,-76.866997,38.810799
INT,-80.22200012207031,36.13370132446289
MFD,-82.5166015625,40.82139968869999
SFF,-117.32299804688,47.682800292969
ALS,-105.866997,37.434898
MRI,-149.843994140625,61.2135009765625
BCE,-112.144996643,37.706401825
FMN,-108.230003,36.741199
ENW,-87.92780304,42.59569931
MTJ,-107.893997192,38.509799957300004
CWA,-89.6668014526,44.7775993347
TPH,-117.086998,38.06019974
EKY,-86.925903,33.312901
CXP,-119.73400116,39.192199707
VPC,-84.84870147705078,34.12310028076172
06C,-88.1011962891,41.9892997742
L06,-116.880997,36.463799
HTO,-72.25180054,40.95959854
FWS,-97.30809783935547,32.56520080566406
HDN,-107.2180023,40.48120117
IWS,-95.67259979250001,29.818199157699997
1B1,-73.7102966309,42.2913017273
EYE,-86.294403076172,39.830699920654
JYO,-77.557503,39.077999
WHP,-118.413002014,34.2593002319
OUN,-97.472099,35.2456
7B2,-72.611397,42.328098
IZA,-120.0759964,34.60680008
S43,-122.1050034,47.90819931
FLO,-79.7238998413086,34.18539810180664
LCH,-93.22329711914062,30.126100540161133
PLN,-84.79669952,45.57089996
CLM,-123.5,48.120201110839844
STC,-94.059898,45.5466
TXK,-93.99099731445312,33.45370101928711
TWF,-114.487999,42.4818
BQK,-81.46649932861328,31.258800506591797
LAR,-105.67500305175781,41.31209945678711
SKF,-98.58110046,29.38419914
HKY,-81.38950348,35.74110031
FOE,-95.663597,38.950901
CVO,-123.2900009,44.49720001
BFM,-88.06809997559999,30.626800537100003
GLD,-101.6989975,39.37060165
LWS,-117.01499938964844,46.3745002746582
LFK,-94.75,31.2339992523
PNC,-97.09980011,36.73199844
L45,-118.996002,35.324799
BLM,-74.12490082,40.18690109
TZR,-83.13690185546875,39.90119934082031
CFO,-104.537639,39.784194
L18,-117.2509994506836,33.35419845581055
GVL,-83.8302002,34.27259827
GLE,-97.1969985962,33.651401519800004
X51,-80.554296,25.499201
IMM,-81.40100098,26.43320084
DKX,-83.8739013671875,35.96390151977539
X14,-81.43260193,26.74419975
LSN,-120.8690033,37.06290054
MQI,-75.69550323,35.91899872
O27,-120.8000031,37.75630188
PHN,-82.52890015,42.9109993
SLR,-95.621101379395,33.159801483154
I74,-83.75340271,40.13259888
WST,-71.8033981323,41.3496017456
FOK,-72.6317977905,40.8437004089
ABY,-84.196215,31.532946
ART,-76.02169799804688,43.99190139770508
MTN,-76.413803,39.325699
MKG,-86.238197,43.169498
MQY,-86.5201034546,36.0089988708
SGH,-83.840202331543,39.840301513672
MCW,-93.3312988281,43.157798767100005
TTD,-122.40100097656,45.54940032959
2O3,-122.434998,38.578499
S03,-122.661003113,42.190299987799996
BVO,-96.01119995,36.76250076
CLS,-122.983001709,46.676998138399995
IGQ,-87.52950286865234,41.5349006652832
CTY,-83.10479736330001,29.6354999542
EDU,-121.78600311279297,38.53150177001953
DLZ,-83.11479949951172,40.279701232910156
DIJ,-111.098,43.742401
ESN,-76.069,38.804199
GEU,-112.29499816894531,33.52690124511719
IOW,-91.5465011597,41.639198303200004
09J,-81.42780304,31.07449913
UNU,-88.70320129,43.42660141
1O3,-121.2679977,38.20240021
MTV,-80.01830291748047,36.630699157714844
MGJ,-74.26460266,41.50999832
FCI,-77.525002,37.406502
OVE,-121.62200164795,39.487800598145
K15,-92.6804962158,38.1105003357
PYM,-70.728798,41.909
RKP,-97.0446014404,28.0867996216
CPU,-120.64800262451172,38.14609909057617
0Q3,-122.44999694824219,38.2234992980957
VDF,-82.3452987671,28.013999939
AAO,-97.22109985,37.74760056
O41,-121.872002,38.673901
O43,-119.157997131,39.0041007996
HTS,-82.55799866,38.36669922
JLN,-94.49829864501953,37.151798248291016
ABR,-98.42179870605469,45.449100494384766
DUJ,-78.8986969,41.17829895
EWN,-77.04290008539999,35.0730018616
SHR,-106.9800033569336,44.76919937133789
YKM,-120.5439987,46.56819916
IRK,-92.5448989868164,40.09349822998047
LAF,-86.93689727783203,40.41230010986328
SLE,-123.0029984,44.90950012
GUP,-108.789001465,35.511100769
HGR,-77.72949982,39.707901
MYV,-121.5699997,39.09780121
EDF,-149.8070068359375,61.250999450683594
BIH,-118.363998413,37.3731002808
DMN,-107.721000671,32.262298584
GCC,-105.539001465,44.348899841299996
HOB,-103.2170029,32.6875
UTS,-95.5871963501,30.7469005585
LWB,-80.3994979858,37.8582992554
OLS,-110.848,31.4177
PRX,-95.450798034668,33.636600494385
VEL,-109.5100021,40.4408989
ISN,-103.641998,48.177898
ADH,-96.671988,34.805214
CXL,-115.513000488,32.6694984436
P52,-112.035004,34.73
DWA,-121.8570023,38.57910156
1B2,-70.5243988037,41.3582992554
E63,-112.6780014,32.95809937
GYR,-112.375999451,33.4225006104
TME,-95.89790344238281,29.807199478149414
JEF,-92.15609741210001,38.5912017822
20N,-73.96410369870001,41.9852981567
LAA,-102.683201,38.064852
COI,-80.6855010986,28.341600418099997
HQZ,-96.53040313720703,32.74700164794922
UUU,-71.281502,41.532398
PMP,-80.111099243164,26.247100830078
PCW,-82.86869812011719,41.516300201416016
PTV,-119.06300354004,36.029598236084
U42,-111.992996,40.619499
0Q9,-122.43399810791016,38.2577018737793
TEX,-107.9079971,37.9538002
VCV,-117.383003235,34.597499847399995
BTM,-112.49700164794922,45.95479965209961
CGI,-89.570801,37.2253
MSS,-74.84559631347656,44.93579864501953
MGW,-79.91629791,39.64289856
MSL,-87.61019897,34.74530029
TUP,-88.7698974609375,34.26810073852539
VCT,-96.91850280761719,28.85260009765625
LBL,-100.9599991,37.0442009
FFO,-84.0483016968,39.8260993958
BMG,-86.61669921875,39.145999908447266
HUF,-87.307602,39.4515
HQM,-123.93699646,46.971199035599994
LOZ,-84.08489990230001,37.0821990967
TPL,-97.40779876708984,31.15250015258789
CEW,-86.522102356,30.778799057
SCH,-73.928901672363,42.852500915527
VPZ,-87.00710297,41.45399857
AKR,-81.466904,41.037498
COD,-109.024002075,44.520198822
DRT,-100.927001953,29.3742008209
HYS,-99.27320099,38.84220123
ONP,-124.057999,44.580399
RME,-75.40699768,43.23379898
AMW,-93.621803,41.992001
DLL,-89.77020264,43.52270126
BWD,-98.9564971924,31.793600082399998
O05,-121.24099731445312,40.28239822387695
CEU,-82.8864975,34.6719017
P08,-111.427001953125,32.9359016418457
DKB,-88.70570374,41.93370056
X01,-81.3900985718,25.8486995697
GAI,-77.1660003662,39.168300628699996
GUC,-106.9329987,38.53390121
IYK,-117.8300018,35.65879822
AFN,-72.0029983521,42.805099487300005
LHX,-103.5090027,38.04970169
LKP,-73.96189880370001,44.2644996643
LWC,-95.21659851,39.01119995
LUA,-78.500603,38.667099
MKT,-93.91870117,44.22159958
MLE,-96.11199951171875,41.19599914550781
OXC,-73.135200500488,41.47859954834
PSF,-73.2929,42.4268
N40,-74.97859954833984,40.56629943847656
0G7,-76.78109741210938,42.88359832763672
SEP,-98.177696228027,32.215301513672
W29,-76.32959747314453,38.97639846801758
SFQ,-76.60189819335938,36.68239974975586
S21,-121.45300293,43.8763008118
F45,-80.22129822,26.84440041
E25,-112.7990036,33.96889877
X60,-82.472900390625,29.35420036315918
OKV,-78.14440155,39.14350128
CEC,-124.2369995,41.78020096
DEC,-88.8656997680664,39.834598541259766
MCN,-83.64920043945312,32.69279861450195
PBG,-73.46810150146484,44.650901794433594
EAR,-99.00679779,40.72700119
JXN,-84.45939636230001,42.259799957300004
MIV,-75.072197,39.367802
ALN,-90.0459976196,38.89030075069999
DLS,-121.170777,45.620979
SUN,-114.2959976,43.50439835
LGU,-111.851997375,41.7911987305
EAT,-120.207000732,47.3988990784
HLG,-80.6463012695,40.1749992371
WMC,-117.805999756,40.8965988159
L70,-118.312926,34.503616
3R9,-97.994499,30.3575
BNG,-116.850672,33.922548
BEH,-86.4284973145,42.128601074200006
2IS,-81.051078,26.735195
DVN,-90.589693,41.610432
EMP,-96.19120025630001,38.3320999146
FCH,-119.82,36.732399
GED,-75.358902,38.689201
GVT,-96.0652999878,33.0677986145
E45,-120.178176,37.861528
HCR,-111.429001,40.4818
4S2,-121.5360031,45.67259979
0L7,-115.33000183105469,35.7682991027832
S27,-114.30400085449219,48.1786003112793
KLS,-122.898002625,46.11800003049999
TKX,-90.0365982056,36.2258987427
AQO,-98.662002563477,30.783700942993
